Customer ID,Name,Age,Gender,Contact Number,Item Purchased,Category,Price per kg,Quantity Purchased,Total Price
CUST0116,Sunita Patil,55,Male,+918071354993,Spinach,Vegetable,53.13,2,106.26
CUST0117,Meera Desai,35,Male,+918655805467,Cauliflower,Vegetable,59.3,5,296.5
CUST0118,Sunita Sharma,50,Male,+919029430983,Apple,Fruit,35.58,4,142.32
CUST0119,Sunita Joshi,67,Female,+917841937392,Papaya,Fruit,129.54,4,518.16
CUST0120,Ravi Gowda,37,Male,+919170457945,Potato,Vegetable,116.73,5,583.65
CUST0121,Kumar Verma,22,Male,+918610395463,Pineapple,Fruit,143.58,3,430.74
CUST0122,Sneha Sharma,42,Male,+918247856910,Cabbage,Vegetable,29.16,2,58.32
CUST0123,Arjun Naidu,23,Male,+919492103685,Brinjal,Vegetable,106.26,2,212.52
CUST0124,Ravi Verma,39,Male,+919288993555,Brinjal,Vegetable,41.9,3,125.7
CUST0125,Vikram Reddy,48,Male,+918302684539,Apple,Fruit,84.66,3,253.98
CUST0126,Neha Mishra,23,Female,+918400535577,Orange,Fruit,120.09,1,120.09
CUST0127,Deepa Sharma,32,Male,+917578446131,Spinach,Vegetable,136.8,2,273.6
CUST0128,Vikram Desai,56,Female,+919294943214,Grapes,Fruit,101.27,4,405.08
CUST0129,Deepa Gowda,40,Male,+917580223208,Onion,Vegetable,97.5,5,487.5
CUST0130,Anil Reddy,61,Female,+918985193138,Papaya,Fruit,62.37,1,62.37
CUST0131,Suresh Joshi,37,Female,+918423752233,Banana,Fruit,102.5,3,307.5
CUST0132,Sneha Reddy,38,Female,+919675495239,Apple,Fruit,40.06,1,40.06
CUST0133,Neha Desai,50,Female,+917980503479,Carrot,Vegetable,40.3,1,40.3
CUST0134,Anil Iyer,36,Female,+918343295210,Carrot,Vegetable,58.73,5,293.65
CUST0135,Amit Patil,25,Female,+917334076357,Cabbage,Vegetable,47.28,1,47.28
CUST0136,Arjun Joshi,27,Male,+918921716646,Orange,Fruit,25.42,4,101.68
CUST0137,Suresh Joshi,42,Female,+919880203412,Mango,Fruit,73.95,5,369.75
CUST0138,Vikram Reddy,56,Female,+918828039785,Onion,Vegetable,28.76,1,28.76
CUST0139,Amit Naidu,42,Female,+918832931464,Watermelon,Fruit,90.19,1,90.19
CUST0140,Raj Sharma,21,Male,+919615651059,Spinach,Vegetable,132.6,4,530.4
CUST0141,Vikram Desai,31,Female,+917684711859,Tomato,Vegetable,115.96,3,347.88
CUST0142,Deepa Sharma,36,Female,+917876478113,Potato,Vegetable,137.49,3,412.47
CUST0143,Raj Naidu,24,Male,+919518899635,Cauliflower,Vegetable,102.96,4,411.84
CUST0144,Ravi Verma,44,Male,+918570799253,Onion,Vegetable,73.74,2,147.48
CUST0145,Arjun Gowda,43,Male,+917705679547,Carrot,Vegetable,81.33,3,243.99
CUST0146,Anil Naidu,28,Male,+917316203087,Tomato,Vegetable,140.72,4,562.88
CUST0147,Amit Mishra,35,Female,+918262861092,Papaya,Fruit,106.98,5,534.9
CUST0148,Amit Reddy,51,Male,+917243456912,Potato,Vegetable,88.12,1,88.12
CUST0149,Sneha Patil,37,Female,+917219963375,Banana,Fruit,39.27,2,78.54
CUST0150,Sunita Desai,19,Female,+917891395178,Banana,Fruit,112.35,2,224.7
CUST0151,Kiran Sharma,68,Female,+919674637706,Guava,Fruit,76.56,2,153.12
CUST0152,Kumar Sharma,69,Male,+917675542667,Brinjal,Vegetable,64.44,2,128.88
CUST0153,Arjun Reddy,23,Female,+917842484374,Spinach,Vegetable,89.74,2,179.48
CUST0154,Priya Mishra,42,Male,+917039708607,Guava,Fruit,86.73,3,260.19
CUST0155,Kumar Sharma,57,Female,+919790545420,Onion,Vegetable,116.62,1,116.62
CUST0156,Meera Desai,22,Male,+917818474020,Tomato,Vegetable,87.35,2,174.7
CUST0157,Deepa Mishra,22,Female,+918690425364,Capsicum,Vegetable,70.8,2,141.6
CUST0158,Sunita Desai,70,Male,+917898567145,Capsicum,Vegetable,87.01,5,435.05
CUST0159,Sunita Gowda,62,Male,+917100197313,Onion,Vegetable,105.66,4,422.64
CUST0160,Vikram Gowda,45,Male,+917892777619,Pineapple,Fruit,134.5,1,134.5
CUST0161,Kiran Sharma,52,Male,+919934838286,Tomato,Vegetable,86.59,1,86.59
CUST0162,Kiran Joshi,39,Female,+919501467214,Carrot,Vegetable,78.82,5,394.1
CUST0163,Anil Gowda,46,Female,+919627757244,Carrot,Vegetable,36.55,4,146.2
CUST0164,Sneha Sharma,24,Male,+917566480782,Tomato,Vegetable,79.08,4,316.32
CUST0165,Vikram Joshi,36,Male,+919724649892,Grapes,Fruit,39.19,5,195.95
CUST0166,Anil Naidu,58,Male,+919887067697,Banana,Fruit,100.66,1,100.66
CUST0167,Neha Desai,69,Male,+919392295285,Tomato,Vegetable,73.2,5,366.0
CUST0168,Meera Verma,34,Male,+917559569761,Pomegranate,Fruit,87.66,4,350.64
CUST0169,Vikram Sharma,54,Male,+919910406555,Watermelon,Fruit,51.28,2,102.56
CUST0170,Arjun Iyer,50,Female,+917390981337,Pineapple,Fruit,134.78,4,539.12
CUST0171,Sneha Verma,35,Male,+919717346579,Mango,Fruit,67.7,3,203.1
CUST0172,Suresh Patil,69,Female,+917867195045,Brinjal,Vegetable,26.26,4,105.04
CUST0173,Meera Iyer,62,Male,+917443558055,Apple,Fruit,84.72,2,169.44
CUST0174,Deepa Sharma,44,Female,+917166996691,Spinach,Vegetable,57.35,1,57.35
CUST0175,Sneha Reddy,60,Male,+918297463308,Mango,Fruit,80.59,1,80.59
CUST0176,Priya Gowda,48,Female,+919324747012,Pomegranate,Fruit,33.07,5,165.35
CUST0177,Kumar Joshi,45,Male,+917945687628,Cauliflower,Vegetable,49.93,5,249.65
CUST0178,Ravi Desai,34,Male,+919772367359,Mango,Fruit,138.99,1,138.99
CUST0179,Sneha Joshi,55,Male,+917811863062,Capsicum,Vegetable,142.56,4,570.24
CUST0180,Anil Mishra,24,Male,+917559377499,Pineapple,Fruit,142.76,5,713.8
CUST0181,Amit Verma,56,Male,+919992226838,Cabbage,Vegetable,46.35,4,185.4
CUST0182,Sneha Sharma,36,Male,+919580249025,Carrot,Vegetable,100.44,5,502.2
CUST0183,Vikram Joshi,42,Male,+917561394779,Cabbage,Vegetable,44.06,5,220.3
CUST0184,Meera Joshi,30,Female,+917522355218,Spinach,Vegetable,77.76,3,233.28
CUST0185,Kumar Desai,47,Male,+917574664935,Capsicum,Vegetable,130.97,1,130.97
CUST0186,Kumar Naidu,61,Female,+918393981206,Orange,Fruit,59.94,3,179.82
CUST0187,Meera Mishra,36,Male,+917243072540,Pineapple,Fruit,94.05,4,376.2
CUST0188,Neha Gowda,45,Female,+918671477519,Brinjal,Vegetable,73.27,1,73.27
CUST0189,Ravi Verma,65,Male,+918717394924,Potato,Vegetable,46.83,3,140.49
CUST0190,Sunita Desai,18,Female,+919488132587,Guava,Fruit,139.33,3,417.99
CUST0191,Meera Mishra,60,Male,+917699135597,Banana,Fruit,71.16,2,142.32
CUST0192,Neha Iyer,18,Female,+918336243776,Carrot,Vegetable,45.69,5,228.45
CUST0193,Amit Gowda,34,Female,+918642636588,Pomegranate,Fruit,28.37,2,56.74
CUST0194,Meera Naidu,18,Male,+918718465621,Watermelon,Fruit,21.24,3,63.72
CUST0195,Arjun Joshi,56,Female,+918272037755,Watermelon,Fruit,113.99,4,455.96
CUST0196,Amit Sharma,47,Female,+919940821722,Pomegranate,Fruit,98.43,5,492.15
CUST0197,Arjun Joshi,39,Male,+918465537405,Apple,Fruit,78.01,5,390.05
CUST0198,Anil Gowda,58,Female,+918747156712,Guava,Fruit,145.44,4,581.76
CUST0199,Sneha Mishra,64,Male,+919979435452,Cabbage,Vegetable,35.2,2,70.4
CUST0200,Ravi Naidu,55,Male,+918230431486,Apple,Fruit,85.1,3,255.3
CUST0201,Sneha Gowda,67,Male,+917187356961,Papaya,Fruit,142.59,5,712.95
CUST0202,Sunita Verma,56,Female,+917032725547,Papaya,Fruit,28.05,4,112.2
CUST0203,Arjun Sharma,58,Male,+917702472962,Grapes,Fruit,148.66,5,743.3
CUST0204,Priya Patil,28,Female,+919239701988,Cabbage,Vegetable,115.61,4,462.44
CUST0205,Vikram Verma,34,Male,+917994539758,Spinach,Vegetable,129.56,5,647.8
CUST0206,Neha Naidu,60,Female,+918553848587,Watermelon,Fruit,108.97,4,435.88
CUST0207,Vikram Gowda,56,Female,+919994744389,Pumpkin,Vegetable,39.48,5,197.4
CUST0208,Kumar Naidu,59,Female,+918128666790,Guava,Fruit,87.55,3,262.65
CUST0209,Neha Gowda,34,Female,+919689756284,Tomato,Vegetable,40.77,5,203.85
CUST0210,Arjun Mishra,24,Female,+917685021728,Pomegranate,Fruit,85.62,3,256.86
CUST0211,Meera Desai,54,Male,+917896907186,Pineapple,Fruit,93.05,2,186.1
CUST0212,Neha Iyer,44,Male,+919862932177,Carrot,Vegetable,63.16,2,126.32
CUST0213,Vikram Reddy,33,Male,+917277701191,Watermelon,Fruit,29.1,1,29.1
CUST0214,Arjun Sharma,45,Female,+919498097879,Orange,Fruit,21.46,2,42.92
CUST0215,Neha Naidu,69,Male,+919948196944,Cauliflower,Vegetable,121.4,3,364.2
CUST0216,Kumar Joshi,68,Female,+917148931762,Mango,Fruit,114.96,2,229.92
CUST0217,Raj Verma,33,Female,+919631768804,Onion,Vegetable,141.64,4,566.56
CUST0218,Priya Reddy,21,Male,+918846846595,Guava,Fruit,79.19,2,158.38
CUST0219,Amit Sharma,22,Female,+917386904668,Capsicum,Vegetable,42.14,3,126.42
CUST0220,Priya Iyer,54,Female,+917783500069,Papaya,Fruit,63.1,2,126.2
CUST0221,Kumar Iyer,36,Male,+917245295733,Onion,Vegetable,102.32,4,409.28
CUST0222,Anil Verma,20,Male,+918145952347,Pumpkin,Vegetable,84.7,3,254.1
CUST0223,Neha Iyer,41,Female,+917595404307,Cauliflower,Vegetable,129.81,3,389.43
CUST0224,Sneha Gowda,50,Male,+917068601761,Potato,Vegetable,90.02,3,270.06
CUST0225,Anil Desai,51,Male,+918651228301,Mango,Fruit,107.6,2,215.2
CUST0226,Deepa Gowda,64,Female,+919796914108,Carrot,Vegetable,141.48,2,282.96
CUST0227,Kiran Verma,19,Male,+917604355223,Carrot,Vegetable,54.12,1,54.12
CUST0228,Sneha Desai,39,Male,+917861550419,Apple,Fruit,139.83,5,699.15
CUST0229,Kumar Sharma,45,Female,+919302063048,Mango,Fruit,121.51,4,486.04
CUST0230,Neha Desai,34,Male,+919243607909,Capsicum,Vegetable,45.91,3,137.73
CUST0231,Anil Desai,42,Female,+918727647158,Banana,Fruit,54.03,1,54.03
CUST0232,Neha Patil,59,Female,+917793238240,Capsicum,Vegetable,58.48,1,58.48
CUST0233,Priya Iyer,30,Male,+917775445741,Carrot,Vegetable,121.6,3,364.8
CUST0234,Priya Naidu,55,Female,+917304322235,Pumpkin,Vegetable,38.56,5,192.8
CUST0235,Sneha Mishra,61,Male,+918669113180,Papaya,Fruit,142.77,1,142.77
CUST0236,Priya Patil,27,Female,+918616486700,Banana,Fruit,62.92,4,251.68
CUST0237,Priya Mishra,44,Male,+917381765912,Cauliflower,Vegetable,78.69,2,157.38
CUST0238,Suresh Patil,41,Female,+917716123791,Pineapple,Fruit,127.56,5,637.8
CUST0239,Arjun Gowda,64,Female,+918986300091,Spinach,Vegetable,126.19,4,504.76
CUST0240,Priya Mishra,70,Male,+918796374805,Cauliflower,Vegetable,107.94,5,539.7
CUST0241,Meera Sharma,22,Male,+917476994199,Cauliflower,Vegetable,44.23,2,88.46
CUST0242,Sunita Iyer,70,Female,+919442424121,Pineapple,Fruit,53.99,3,161.97
CUST0243,Raj Sharma,37,Male,+917802280163,Mango,Fruit,91.53,3,274.59
CUST0244,Suresh Gowda,31,Male,+918211437103,Capsicum,Vegetable,128.03,5,640.15
CUST0245,Neha Mishra,25,Male,+919432167814,Banana,Fruit,22.53,4,90.12
CUST0246,Sneha Verma,43,Female,+918010907625,Mango,Fruit,73.99,5,369.95
CUST0247,Deepa Reddy,66,Female,+918502339751,Orange,Fruit,49.47,1,49.47
CUST0248,Vikram Gowda,63,Female,+918635328587,Mango,Fruit,31.25,4,125.0
CUST0249,Neha Joshi,28,Male,+917438887804,Carrot,Vegetable,68.75,4,275.0
CUST0250,Deepa Naidu,32,Male,+919420579833,Mango,Fruit,137.41,1,137.41
CUST0251,Anil Reddy,38,Female,+918802583069,Capsicum,Vegetable,113.37,4,453.48
CUST0252,Deepa Desai,61,Male,+917937783412,Cabbage,Vegetable,26.06,4,104.24
CUST0253,Raj Desai,23,Male,+917561322351,Orange,Fruit,143.73,2,287.46
CUST0254,Kiran Verma,27,Male,+917024382859,Banana,Fruit,136.84,2,273.68
CUST0255,Neha Patil,67,Male,+917470954248,Banana,Fruit,48.42,1,48.42
CUST0256,Deepa Desai,67,Male,+918487386047,Apple,Fruit,90.16,3,270.48
CUST0257,Kiran Joshi,69,Male,+917876999976,Apple,Fruit,132.53,3,397.59
CUST0258,Vikram Desai,56,Male,+917167123539,Banana,Fruit,115.47,4,461.88
CUST0259,Sunita Mishra,51,Male,+918453611342,Cauliflower,Vegetable,130.87,3,392.61
CUST0260,Amit Naidu,70,Female,+917155879465,Apple,Fruit,147.81,5,739.05
CUST0261,Neha Iyer,25,Male,+918291715827,Spinach,Vegetable,44.4,4,177.6
CUST0262,Ravi Naidu,34,Male,+918901702924,Tomato,Vegetable,108.92,4,435.68
CUST0263,Deepa Sharma,32,Female,+919750206981,Carrot,Vegetable,81.86,5,409.3
CUST0264,Vikram Reddy,35,Male,+917998592863,Banana,Fruit,49.4,1,49.4
CUST0265,Vikram Iyer,26,Male,+919914226491,Capsicum,Vegetable,133.42,3,400.26
CUST0266,Amit Joshi,22,Female,+919651587983,Mango,Fruit,35.22,5,176.1
CUST0267,Sunita Iyer,22,Male,+917998098298,Spinach,Vegetable,89.65,4,358.6
CUST0268,Deepa Desai,65,Female,+919010957978,Tomato,Vegetable,85.75,2,171.5
CUST0269,Suresh Reddy,58,Female,+917587586143,Capsicum,Vegetable,68.5,1,68.5
CUST0270,Arjun Gowda,18,Female,+917000760382,Cabbage,Vegetable,119.12,5,595.6
CUST0271,Deepa Sharma,24,Male,+917052663659,Carrot,Vegetable,107.92,4,431.68
CUST0272,Sneha Mishra,56,Male,+917378965404,Potato,Vegetable,53.98,3,161.94
CUST0273,Meera Verma,28,Male,+918015555734,Grapes,Fruit,129.16,2,258.32
CUST0274,Neha Patil,40,Male,+919746170758,Onion,Vegetable,104.8,5,524.0
CUST0275,Sneha Reddy,49,Male,+918126796159,Spinach,Vegetable,68.17,3,204.51
CUST0276,Amit Naidu,37,Male,+917962361542,Grapes,Fruit,42.74,4,170.96
CUST0277,Priya Mishra,35,Male,+919137444855,Mango,Fruit,61.34,2,122.68
CUST0278,Meera Iyer,42,Male,+917479707661,Banana,Fruit,120.6,3,361.8
CUST0279,Ravi Reddy,43,Female,+919556182442,Onion,Vegetable,148.08,2,296.16
CUST0280,Deepa Naidu,68,Male,+918583890867,Banana,Fruit,36.0,3,108.0
CUST0281,Meera Joshi,33,Male,+919914914575,Mango,Fruit,96.45,3,289.35
CUST0282,Ravi Naidu,43,Female,+917879023366,Tomato,Vegetable,128.74,4,514.96
CUST0283,Suresh Desai,39,Male,+918595100849,Brinjal,Vegetable,134.21,3,402.63
CUST0284,Meera Reddy,44,Female,+918407731134,Carrot,Vegetable,82.95,5,414.75
CUST0285,Kiran Verma,51,Male,+919945263698,Pineapple,Fruit,127.15,1,127.15
CUST0286,Kumar Patil,23,Male,+917742147957,Carrot,Vegetable,131.52,4,526.08
CUST0287,Kiran Sharma,41,Female,+919345754778,Capsicum,Vegetable,30.26,1,30.26
CUST0288,Anil Joshi,26,Male,+917144515308,Pumpkin,Vegetable,42.13,5,210.65
CUST0289,Kumar Gowda,55,Male,+918038463269,Papaya,Fruit,114.57,1,114.57
CUST0290,Sunita Patil,45,Male,+918412834949,Onion,Vegetable,107.84,5,539.2
CUST0291,Anil Verma,29,Female,+919443072912,Onion,Vegetable,129.17,1,129.17
CUST0292,Deepa Naidu,38,Male,+917127533774,Mango,Fruit,33.6,4,134.4
CUST0293,Raj Desai,35,Female,+917302591704,Grapes,Fruit,21.32,2,42.64
CUST0294,Deepa Naidu,35,Female,+919621824654,Cabbage,Vegetable,91.02,2,182.04
CUST0295,Priya Verma,54,Male,+917758729626,Pumpkin,Vegetable,59.09,2,118.18
CUST0296,Meera Joshi,66,Male,+917370528159,Brinjal,Vegetable,54.65,5,273.25
CUST0297,Meera Desai,45,Female,+917224814285,Brinjal,Vegetable,88.23,1,88.23
CUST0298,Raj Joshi,65,Male,+918723430311,Brinjal,Vegetable,141.7,4,566.8
CUST0299,Raj Reddy,63,Male,+919440206078,Apple,Fruit,34.14,2,68.28
CUST0300,Amit Iyer,67,Female,+919494057517,Orange,Fruit,111.45,1,111.45
CUST0301,Deepa Patil,57,Female,+917409403109,Pomegranate,Fruit,21.25,2,42.5
